ra ,dec,u,b,v,r,i,j,h,k
12.070,40.364,19.530,19.170,18.030,16.960,9999.000,15.030,14.352,13.870
12.081,42.141,18.080,17.420,16.610,15.740,9999.000,13.828,13.057,12.707
10.647,40.558,20.602,21.662,20.192,19.267,18.437,9999.000,9999.000,9999.000
8.548,40.133,20.606,19.955,18.666,17.874,17.206,9999.000,9999.000,9999.000
10.230,41.958,20.142,19.532,18.394,17.661,16.971,16.085,15.102,14.654
10.251,41.928,19.533,18.872,17.693,16.937,16.226,15.152,14.669,13.944
10.706,41.985,20.686,20.145,19.061,18.360,17.698,15.921,9999.000,14.501
10.811,40.383,21.689,20.866,19.557,18.727,17.951,9999.000,9999.000,9999.000
10.815,42.030,20.014,19.481,18.404,17.706,17.047,15.728,14.772,14.407
10.947,40.549,20.169,19.639,18.564,17.868,17.211,15.807,14.936,15.161
11.453,41.037,19.970,19.500,18.473,17.805,17.172,9999.000,9999.000,9999.000
11.622,40.343,19.950,19.410,18.327,17.626,16.964,15.888,15.043,14.613
11.802,41.502,20.314,19.710,18.576,17.846,17.159,9999.000,9999.000,9999.000
12.140,41.729,20.568,19.935,18.778,18.035,17.336,9999.000,9999.000,9999.000
10.551,41.491,19.912,19.240,17.820,16.940,16.000,14.756,13.863,13.521
11.127,41.183,19.087,18.769,17.650,16.940,16.320,15.189,14.461,14.167
10.004,41.016,19.686,19.132,17.801,17.017,16.129,14.821,13.859,13.513
10.403,41.005,20.211,19.578,18.086,17.311,16.464,14.923,14.232,13.790
10.823,40.929,21.007,20.403,18.964,18.218,17.303,16.378,15.473,15.321
10.860,40.864,20.277,19.750,18.234,17.465,16.588,15.499,14.623,14.040
10.985,40.981,20.238,19.640,18.195,17.450,16.354,15.131,14.264,13.746
11.011,41.038,19.656,19.250,18.215,17.710,17.172,16.287,15.257,15.332
9.829,40.493,18.302,18.405,17.690,17.236,16.568,15.072,15.214,9999.000
11.604,41.586,18.166,18.153,17.670,17.240,16.590,15.710,15.147,14.819
11.683,41.819,19.081,18.780,17.380,16.780,16.040,14.883,14.107,13.586
9.324,40.114,18.922,18.843,17.981,17.373,16.638,15.845,14.950,14.704
9.595,39.969,19.772,19.328,18.043,17.363,16.280,15.080,14.524,14.064
9.760,40.003,19.167,19.015,17.892,17.258,16.469,15.592,14.781,14.338
9.827,40.807,19.905,19.425,18.120,17.323,16.672,15.291,14.524,14.153
9.887,39.921,18.965,18.836,17.929,17.367,16.666,15.617,14.880,14.300
9.898,40.000,19.157,19.112,18.095,17.515,16.761,15.998,15.444,14.247
10.111,40.118,19.472,18.810,18.042,17.434,16.483,15.661,15.071,14.487
10.615,40.598,19.390,19.295,18.300,17.680,16.820,15.797,15.276,14.264
11.210,41.156,19.217,18.956,17.815,17.174,16.467,15.342,14.617,14.440
11.366,42.118,19.452,18.868,17.460,16.360,15.460,13.975,13.107,12.713
11.810,42.285,19.999,19.481,18.048,17.280,16.379,15.103,14.281,13.945
11.835,41.916,19.122,18.544,17.316,16.578,15.774,14.746,13.950,13.544
11.047,41.423,19.415,18.742,16.510,16.540,16.080,14.723,13.964,13.509
10.656,41.224,20.592,20.194,19.357,18.882,19.768,9999.000,9999.000,9999.000
10.390,41.359,19.897,19.574,18.248,17.425,16.506,15.365,14.352,14.213
10.393,41.018,20.666,20.087,18.436,17.619,16.739,15.194,14.375,13.950
10.393,41.014,20.277,19.791,18.274,17.498,16.669,15.471,14.556,14.027
10.525,41.047,19.911,20.009,18.975,18.347,17.521,16.099,9999.000,15.641
10.527,41.302,19.255,18.485,17.101,16.239,15.396,13.980,13.111,12.770
10.530,41.005,21.062,20.208,18.673,17.833,16.855,15.639,14.907,14.328
10.642,40.904,21.147,20.693,19.369,18.676,17.849,16.544,15.963,15.266
10.660,40.830,20.735,20.353,19.074,18.307,17.423,16.252,16.337,15.188
10.895,40.928,19.695,19.174,17.826,17.109,16.280,15.332,14.532,14.227
10.922,40.913,20.136,19.801,18.410,17.638,16.713,15.375,14.586,13.831
11.201,41.271,19.461,19.190,18.314,17.822,17.257,15.984,15.426,15.182
11.229,41.271,19.339,18.793,17.443,16.694,15.931,14.760,13.912,13.589
11.347,41.358,18.510,18.505,17.631,17.012,16.230,15.808,14.927,14.322
11.371,41.344,18.616,18.467,17.549,16.908,16.136,15.270,14.534,14.088
9.358,40.082,19.638,19.201,17.744,17.054,16.196,15.164,14.423,13.777
9.442,40.087,19.869,19.447,18.067,17.372,16.521,15.387,14.316,13.933
9.461,40.178,19.113,18.672,17.215,16.521,15.670,14.573,13.843,13.535
9.464,40.168,19.507,19.115,17.750,17.068,16.231,15.267,14.469,14.055
9.473,40.061,18.390,18.517,17.683,17.220,16.443,15.706,14.766,14.440
9.480,39.898,18.182,17.788,16.516,15.810,14.958,14.397,13.578,13.121
9.606,39.869,18.986,18.574,17.457,16.840,16.040,15.249,14.331,14.171
10.103,40.631,18.512,17.944,16.624,15.774,14.816,13.774,12.913,12.673
10.265,40.498,20.194,19.251,18.090,17.241,16.351,15.231,14.341,13.939
10.409,40.570,18.707,18.874,18.074,17.562,16.833,16.116,15.033,14.569
11.183,42.125,19.130,18.553,17.116,16.376,15.329,14.340,13.517,13.147
11.343,42.349,18.785,18.522,17.470,16.839,16.003,15.146,14.337,13.903
11.434,41.668,19.925,19.313,17.837,17.034,16.066,14.745,14.041,13.529
11.923,42.071,18.347,18.371,17.773,17.330,16.715,15.869,15.382,14.882
11.989,42.117,19.458,19.222,18.024,17.371,16.388,9999.000,9999.000,9999.000
9.372,39.950,20.112,20.123,19.125,18.590,17.807,9999.000,9999.000,9999.000
9.724,39.858,19.913,19.810,18.341,17.704,17.075,16.221,15.332,15.355
9.805,40.126,19.811,19.843,18.870,18.321,17.730,9999.000,9999.000,9999.000
10.346,40.476,19.295,19.390,18.611,18.090,17.458,9999.000,9999.000,9999.000
10.486,40.383,18.301,18.026,16.876,16.217,15.501,14.685,13.879,13.487
10.541,40.634,20.801,20.408,19.098,18.386,17.643,9999.000,9999.000,9999.000
11.375,42.239,19.680,19.252,18.132,17.376,16.446,15.078,14.278,13.816
11.523,42.494,19.086,18.640,17.287,16.565,15.694,14.508,13.828,13.313
11.590,42.572,20.534,19.886,18.447,17.633,16.672,15.574,14.789,14.433
12.122,42.312,20.082,20.375,19.424,18.670,16.932,16.043,14.891,14.754
10.615,40.558,22.604,22.614,21.488,20.496,19.477,9999.000,9999.000,9999.000
10.738,40.821,22.901,22.468,20.271,19.920,18.648,9999.000,9999.000,9999.000
10.768,40.858,22.722,22.160,19.666,19.673,18.392,9999.000,9999.000,9999.000
10.799,40.884,21.533,21.744,20.670,19.837,19.150,9999.000,9999.000,9999.000
10.864,41.593,19.772,19.773,18.400,18.109,17.193,9999.000,9999.000,9999.000
10.916,41.488,21.012,20.672,19.615,18.300,18.079,9999.000,9999.000,9999.000
10.533,41.019,20.706,20.163,18.798,17.685,17.350,16.258,9999.000,15.385
10.908,41.761,20.638,19.821,18.393,17.399,16.336,14.844,13.994,13.537
11.459,41.731,21.903,20.767,19.174,18.232,17.222,15.832,15.038,14.335
11.219,41.775,21.460,21.167,20.311,19.608,18.719,9999.000,9999.000,9999.000
11.859,41.795,20.678,20.334,19.094,18.446,17.677,9999.000,9999.000,9999.000
11.880,41.883,20.363,20.021,18.892,18.206,17.424,9999.000,9999.000,9999.000
11.924,41.778,19.571,19.293,17.985,17.334,16.602,15.734,14.944,14.724
10.403,40.790,19.410,19.213,18.495,17.974,17.245,15.519,14.696,14.552
10.984,40.981,19.805,19.418,18.198,17.473,16.582,15.009,14.173,13.777
11.224,41.283,19.998,19.716,18.469,17.744,17.017,15.817,15.100,14.787
10.161,41.213,20.083,19.660,18.090,17.390,16.550,15.375,14.565,14.136
10.931,40.728,19.637,19.176,18.012,17.297,16.616,15.272,14.554,14.394
11.130,40.739,19.563,18.787,17.791,17.158,16.459,15.267,14.413,14.273
9.981,41.252,20.370,19.438,18.257,17.472,16.712,15.731,14.848,14.452
10.313,41.566,19.375,19.350,18.589,17.817,17.055,15.852,15.104,14.644
10.504,41.636,19.555,19.466,18.587,17.595,16.843,15.523,14.881,14.462
10.774,40.768,20.581,19.807,18.595,17.549,16.779,15.572,14.782,14.318
11.114,40.838,19.569,19.405,18.528,17.638,16.931,15.787,14.692,14.261
11.421,41.109,18.985,18.508,17.536,16.763,16.082,14.462,14.064,15.231
10.065,41.809,18.785,18.634,17.824,17.088,16.408,15.521,14.937,14.283
10.584,40.509,19.520,18.725,17.510,16.696,15.940,14.734,13.945,13.587
9.213,40.511,18.802,18.758,18.112,17.683,17.171,16.149,15.582,15.735
9.513,39.756,19.907,19.290,18.233,17.408,16.731,15.521,14.784,14.385
9.651,40.750,19.160,18.670,17.724,17.033,16.331,15.379,14.619,14.300
10.010,42.166,19.869,19.072,17.937,17.116,16.398,15.220,14.291,13.832
10.339,40.252,18.617,18.557,17.916,17.504,16.871,15.194,14.506,9999.000
10.628,42.004,19.162,18.643,17.627,16.793,16.120,15.149,14.242,14.040
10.906,42.163,18.559,18.599,17.918,17.290,16.646,15.569,14.672,14.388
11.303,42.402,18.607,18.231,17.308,16.535,15.763,14.585,13.577,13.300
11.472,41.322,18.907,18.514,17.649,17.030,16.292,15.692,14.629,14.417
11.527,40.786,19.206,18.795,17.877,17.175,16.556,15.393,15.094,14.345
11.670,41.549,18.849,18.295,17.251,16.378,15.629,14.630,13.836,13.514
11.714,41.163,18.302,18.391,17.799,17.343,16.734,16.024,15.257,14.715
11.761,41.170,20.056,19.229,18.111,17.372,16.683,15.554,14.825,14.297
11.873,39.673,19.179,18.569,17.561,16.843,16.105,15.149,14.150,13.711
12.072,41.896,19.008,18.293,17.233,16.509,15.801,14.779,14.031,13.745
12.125,39.655,18.605,18.252,17.365,16.673,16.068,15.254,14.583,14.080
12.314,42.318,18.571,18.748,17.385,16.769,15.416,14.580,13.750,13.467
12.410,40.750,19.185,18.635,17.657,16.952,16.260,15.252,14.494,14.527
12.641,41.822,18.817,18.571,17.788,17.235,16.614,15.681,14.812,14.386
10.238,41.457,19.778,19.558,18.674,17.814,17.024,15.873,15.175,14.258
11.096,40.774,19.127,19.159,18.519,18.006,17.377,16.611,15.597,15.168
11.270,41.149,19.656,19.305,18.326,17.402,16.813,15.406,14.738,14.233
11.366,40.801,19.538,19.053,18.130,17.501,16.876,15.863,15.415,15.533
9.090,41.476,18.021,17.431,16.428,15.704,14.979,14.224,13.467,13.203
9.128,41.365,18.877,18.496,17.563,16.778,16.078,15.147,14.435,14.011
9.129,41.477,18.744,18.284,17.307,16.504,15.807,14.720,14.023,13.570
9.177,41.639,19.333,19.003,18.163,17.563,16.926,16.008,15.010,15.301
9.234,40.148,19.281,18.700,17.631,16.732,16.016,14.882,14.195,13.635
9.360,41.317,18.603,18.631,17.978,17.441,16.848,16.134,9999.000,15.201
9.557,40.857,19.423,18.933,17.999,17.343,16.689,15.454,14.817,14.433
9.617,39.735,19.367,19.401,18.799,18.381,17.769,9999.000,9999.000,9999.000
9.656,40.655,18.737,18.591,17.889,17.430,16.836,15.403,9999.000,9999.000
9.682,40.696,18.272,18.150,17.452,16.966,16.330,14.794,9999.000,9999.000
9.699,40.685,17.991,17.388,16.366,15.604,14.836,13.861,12.949,12.747
10.171,39.975,19.002,18.330,17.244,16.411,15.734,14.723,13.838,13.437
10.390,42.343,18.383,17.612,16.513,15.757,15.075,14.356,13.596,13.176
10.437,40.269,19.052,18.415,17.347,16.518,15.821,14.724,13.900,13.713
10.452,40.218,19.296,18.896,17.961,17.206,16.572,15.580,15.002,14.455
10.783,40.294,18.850,18.359,17.378,16.605,15.942,14.753,13.995,13.664
10.790,42.416,19.336,18.718,17.675,16.883,16.192,15.206,14.177,13.837
10.829,40.404,19.194,18.639,17.593,16.722,16.008,14.847,14.084,13.728
11.080,42.420,19.352,18.972,17.983,17.053,16.322,15.210,14.420,13.971
11.128,40.099,19.243,18.814,17.860,17.080,16.395,15.226,14.823,14.117
11.178,39.768,19.150,19.078,18.384,17.851,17.220,16.027,15.312,14.803
11.344,39.650,18.274,17.989,17.213,16.738,16.206,15.200,14.447,14.283
11.371,40.097,19.714,19.004,17.902,17.076,16.416,15.195,14.334,13.994
11.443,39.826,18.542,18.269,17.447,16.814,16.118,15.110,14.371,13.991
11.466,40.504,17.766,17.617,16.883,16.335,15.658,14.516,13.938,13.376
11.497,40.611,19.310,18.623,17.572,16.844,16.181,15.082,14.382,14.167
11.497,40.636,19.386,18.527,17.386,16.626,15.938,14.725,14.038,13.711
11.622,41.049,17.923,17.631,16.809,16.214,15.596,14.801,13.953,13.667
11.662,39.451,18.496,17.995,17.023,16.292,15.682,14.713,13.867,13.561
11.732,42.329,19.374,18.597,17.451,16.591,15.933,14.649,13.893,13.720
11.748,40.331,19.453,18.743,17.642,16.813,16.126,15.044,14.281,13.919
11.751,40.994,18.128,18.065,17.361,16.794,16.164,15.377,14.773,14.378
11.751,40.677,19.407,19.121,18.222,17.420,16.762,15.705,14.859,14.400
11.759,39.379,18.731,18.057,17.006,16.267,15.620,14.464,13.663,13.435
11.769,39.700,18.955,18.558,17.623,17.000,16.089,15.033,14.325,13.672
11.777,41.596,18.008,17.641,16.750,16.061,15.410,14.769,14.019,13.556
11.836,39.737,19.055,18.699,17.862,17.281,16.553,15.248,14.590,14.231
11.862,40.906,19.463,18.783,17.697,16.878,16.239,15.079,14.357,13.904
11.873,40.037,19.341,19.454,18.761,18.016,17.328,9999.000,9999.000,9999.000
11.882,40.886,18.403,17.892,16.909,16.150,15.460,14.685,13.975,13.424
11.888,39.946,18.960,18.418,17.405,16.605,15.916,14.930,14.058,13.811
11.939,41.258,18.529,18.448,17.775,17.316,16.736,15.884,15.417,14.781
11.940,39.745,18.353,17.872,16.995,16.469,15.820,15.531,14.581,14.237
12.038,39.501,19.007,18.531,17.513,16.627,15.962,14.942,14.231,13.791
12.045,41.541,19.811,19.418,18.449,17.587,16.877,15.521,14.773,14.273
12.122,41.586,18.702,18.051,16.988,16.195,15.541,14.497,13.834,13.544
12.122,41.636,18.918,18.294,17.229,16.393,15.705,14.777,13.850,13.577
12.151,41.345,18.369,17.988,17.065,16.308,15.618,14.626,13.882,13.557
12.383,41.650,18.583,17.966,16.897,16.044,15.349,14.280,13.584,13.215
12.455,41.947,17.305,16.851,15.916,15.205,14.487,13.685,12.951,12.640
12.558,40.940,18.249,17.633,16.587,15.777,15.019,14.079,13.196,12.856
12.633,41.222,18.207,17.543,16.515,15.818,15.157,14.234,13.370,13.284
12.704,42.362,18.921,18.495,17.548,16.780,16.094,15.216,14.551,14.105
11.907,42.798,19.277,19.198,17.972,17.256,16.511,15.452,14.832,14.510
12.277,42.509,20.248,19.986,18.335,17.517,16.674,15.513,14.796,13.979
10.968,41.642,20.513,20.161,19.458,19.011,18.236,9999.000,9999.000,9999.000
10.994,41.417,19.638,19.338,18.469,17.751,17.012,15.918,15.006,14.509
11.275,40.686,19.703,19.907,19.309,18.704,18.031,9999.000,9999.000,9999.000
11.751,40.758,19.074,18.836,18.049,17.478,16.857,15.740,15.382,14.519
8.393,40.185,19.034,18.654,17.816,17.200,16.549,15.227,14.492,13.983
9.052,40.877,20.241,19.995,19.131,18.371,17.725,9999.000,9999.000,9999.000
10.115,41.387,20.762,20.665,19.864,19.100,18.468,9999.000,9999.000,9999.000
10.007,41.156,9999.000,19.911,18.502,17.632,16.928,15.896,14.903,14.524
10.414,41.510,9999.000,20.212,18.517,17.465,16.689,15.389,14.705,14.181
11.354,41.089,9999.000,9999.000,18.010,9999.000,16.590,15.188,14.547,14.185
10.103,41.790,9999.000,9999.000,18.270,9999.000,17.210,16.076,15.726,15.228
12.686,40.977,9999.000,18.144,17.214,16.469,17.200,9999.000,9999.000,9999.000
9.273,42.043,9999.000,18.680,17.930,9999.000,16.120,15.186,14.294,13.928
9.363,39.719,9999.000,9999.000,18.190,9999.000,18.340,16.102,9999.000,15.497
9.813,41.488,9999.000,18.582,17.443,16.787,16.450,15.033,14.602,13.882
10.114,41.615,9999.000,9999.000,9999.000,9999.000,16.170,15.602,14.433,14.068
8.664,39.578,9999.000,16.680,15.847,15.263,9999.000,13.811,13.074,12.825
10.611,41.301,9999.000,18.415,17.170,16.920,15.840,14.738,13.974,13.454
10.015,41.551,9999.000,19.709,18.448,17.670,16.982,15.604,14.884,14.473
9.149,40.471,9999.000,9999.000,18.620,9999.000,9999.000,15.640,15.251,9999.000
9.259,39.801,9999.000,9999.000,18.010,9999.000,9999.000,15.054,14.454,13.848
9.604,39.681,9999.000,9999.000,18.450,9999.000,9999.000,9999.000,9999.000,9999.000
10.023,41.578,9999.000,19.520,18.181,17.401,9999.000,15.709,14.828,14.346
11.810,39.754,9999.000,20.521,18.941,17.961,17.177,15.881,15.003,14.383
12.255,42.261,9999.000,18.450,17.291,16.980,9999.000,14.810,14.079,13.799
12.400,42.272,9999.000,19.059,17.868,17.527,9999.000,15.489,14.493,14.308
8.829,40.153,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
8.886,40.379,9999.000,9999.000,9999.000,9999.000,9999.000,15.515,14.998,14.382
8.967,40.350,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
9.037,39.969,9999.000,9999.000,9999.000,9999.000,9999.000,16.442,15.168,14.830
9.415,39.775,9999.000,9999.000,9999.000,9999.000,9999.000,15.151,14.303,14.079
10.546,40.315,9999.000,19.510,18.428,17.754,17.058,15.940,15.438,14.900
11.693,42.809,9999.000,19.226,18.092,17.625,16.772,15.697,14.728,14.623
11.854,42.662,9999.000,19.898,18.435,17.659,17.001,15.823,14.990,14.745
12.037,42.962,9999.000,19.418,18.129,17.310,9999.000,15.722,14.906,14.905
12.038,42.922,9999.000,18.734,17.425,16.910,9999.000,15.118,14.195,13.823
12.308,42.885,9999.000,17.627,16.346,16.242,9999.000,9999.000,9999.000,9999.000
12.398,42.849,9999.000,18.405,17.149,17.005,9999.000,14.711,13.803,13.515
12.422,42.759,9999.000,18.952,17.629,16.828,9999.000,15.009,14.325,13.797
10.129,41.441,9999.000,22.441,20.930,20.273,19.477,9999.000,9999.000,9999.000
12.876,34.127,9999.000,9999.000,17.310,9999.000,9999.000,15.131,14.083,13.991
6.478,40.952,9999.000,9999.000,13.830,9999.000,9999.000,13.414,12.651,12.368
7.441,37.492,9999.000,9999.000,9999.000,9999.000,9999.000,12.954,12.200,11.967
7.737,45.350,9999.000,9999.000,9999.000,9999.000,9999.000,14.685,13.915,13.825
7.907,40.571,9999.000,9999.000,9999.000,9999.000,9999.000,15.145,14.436,14.003
8.770,42.592,9999.000,9999.000,9999.000,9999.000,9999.000,14.540,13.936,13.609
12.297,38.114,9999.000,9999.000,9999.000,9999.000,9999.000,13.601,12.762,12.578
15.296,39.251,9999.000,9999.000,16.180,9999.000,9999.000,14.383,13.611,13.441
15.431,40.406,9999.000,9999.000,16.420,9999.000,9999.000,14.453,13.681,13.528
7.871,40.899,9999.000,9999.000,15.120,9999.000,9999.000,14.283,13.485,13.217
7.284,39.477,9999.000,9999.000,13.760,9999.000,9999.000,13.327,12.621,12.415
7.330,38.421,9999.000,9999.000,14.270,9999.000,9999.000,13.867,13.101,12.982
6.029,44.985,9999.000,9999.000,9999.000,9999.000,9999.000,15.134,14.520,14.238
12.982,47.123,9999.000,9999.000,16.870,9999.000,9999.000,14.475,13.575,13.526
6.808,35.803,9999.000,9999.000,9999.000,9999.000,9999.000,14.222,13.441,13.174
10.605,37.703,9999.000,9999.000,16.210,9999.000,9999.000,14.521,13.643,13.582
15.100,42.431,9999.000,9999.000,9999.000,9999.000,9999.000,14.917,14.336,14.024
15.157,42.218,9999.000,9999.000,16.650,9999.000,9999.000,14.857,14.086,13.996
6.372,37.841,9999.000,9999.000,9999.000,9999.000,9999.000,15.230,14.770,14.340
6.879,40.134,9999.000,9999.000,16.220,9999.000,9999.000,15.102,14.557,14.185
9.171,37.582,9999.000,9999.000,9999.000,9999.000,9999.000,15.343,14.564,14.431
9.255,37.645,9999.000,9999.000,16.810,9999.000,9999.000,15.427,14.797,14.475
9.376,36.437,9999.000,9999.000,16.200,9999.000,9999.000,14.059,13.247,13.040
6.429,41.427,9999.000,9999.000,16.320,9999.000,9999.000,14.573,13.849,13.515
6.617,44.269,9999.000,9999.000,17.790,9999.000,9999.000,15.277,14.378,14.176
8.969,37.862,9999.000,9999.000,9999.000,9999.000,9999.000,15.011,14.262,14.061
10.647,37.525,9999.000,9999.000,9999.000,9999.000,9999.000,14.970,14.280,13.979
10.723,39.154,9999.000,9999.000,17.350,9999.000,9999.000,15.196,14.555,14.210
13.661,45.125,9999.000,9999.000,16.920,9999.000,9999.000,14.720,13.984,13.876
14.209,40.148,9999.000,9999.000,9999.000,9999.000,9999.000,15.004,14.368,14.068
15.959,43.343,9999.000,9999.000,17.830,9999.000,9999.000,15.184,14.633,14.307
4.089,34.200,9999.000,9999.000,9999.000,9999.000,9999.000,15.009,14.184,14.048
5.397,48.226,9999.000,9999.000,17.320,9999.000,9999.000,15.033,14.081,14.016
17.501,40.406,9999.000,9999.000,16.300,9999.000,9999.000,14.638,13.958,13.766
0.508,51.607,9999.000,9999.000,9999.000,9999.000,9999.000,14.676,14.327,13.861
1.550,41.504,9999.000,9999.000,9999.000,9999.000,9999.000,14.169,13.460,13.169
10.867,42.127,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
11.660,41.125,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
9.757,41.720,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
8.173,40.028,16.810,16.880,15.820,9999.000,9999.000,14.526,13.872,13.316
10.150,41.126,17.130,17.750,16.560,9999.000,16.080,14.600,13.876,13.566
8.968,39.952,16.900,17.310,16.600,9999.000,9999.000,14.867,14.099,13.892
9.209,41.120,16.800,16.880,16.310,16.420,9999.000,14.969,14.254,14.111
8.724,39.828,17.420,17.470,16.640,9999.000,9999.000,15.092,14.371,13.865
10.114,41.486,17.700,18.734,17.841,17.324,17.260,16.064,15.052,14.565
10.501,41.642,19.190,18.580,17.240,16.610,15.820,14.861,14.190,13.683
11.775,41.207,18.570,18.210,16.870,16.410,15.540,14.376,13.591,13.318
9.387,41.125,18.440,18.783,17.906,17.605,16.700,9999.000,9999.000,9999.000
9.661,41.153,19.220,19.008,17.708,17.096,16.370,15.529,14.546,14.657
9.917,41.037,18.970,18.600,17.250,16.800,16.010,14.710,14.114,13.636
10.831,42.172,17.930,18.050,17.580,17.170,16.760,15.810,15.222,14.981
10.923,42.133,18.570,18.280,17.120,9999.000,15.780,14.655,13.878,13.489
11.956,41.653,18.400,17.873,16.473,15.776,15.660,14.202,13.451,13.103
8.759,42.486,17.820,17.527,16.565,15.903,9999.000,14.125,13.305,12.928
8.770,42.592,17.450,17.589,16.716,16.099,9999.000,14.540,13.936,13.609
8.807,42.588,17.940,17.579,16.325,15.708,9999.000,14.082,13.369,13.066
10.567,40.327,16.040,16.990,16.300,9999.000,9999.000,14.536,13.755,13.207
11.874,41.722,19.250,18.794,17.218,16.492,9999.000,14.893,14.024,13.605
10.110,41.229,20.540,20.030,18.810,9999.000,9999.000,15.817,15.159,14.649
10.446,41.636,19.660,18.620,17.210,16.540,15.770,14.671,13.989,13.427
9.214,39.644,18.220,18.220,17.300,16.890,15.910,14.958,14.161,13.832
11.773,41.137,18.590,18.320,17.320,16.740,15.990,15.002,14.450,14.006
12.386,40.689,18.690,18.651,17.957,16.960,16.590,15.675,15.058,14.824
12.625,40.591,18.750,17.967,16.709,15.885,15.180,14.253,13.574,13.109
10.267,40.025,19.220,19.119,17.634,16.998,16.100,15.378,14.383,14.036
10.274,39.699,18.840,18.451,17.710,16.908,16.290,15.334,14.549,14.380
11.937,40.194,19.130,18.840,17.440,9999.000,16.200,14.874,14.117,13.805
12.098,40.489,18.680,18.610,17.140,16.470,15.590,14.474,13.808,13.352
10.641,43.035,17.820,17.908,17.332,16.800,9999.000,15.338,14.640,14.231
11.073,42.951,17.880,18.145,17.243,16.600,9999.000,15.027,14.260,14.078
11.203,43.006,17.060,16.688,15.710,15.124,9999.000,13.633,12.835,12.578
12.248,42.693,18.170,18.801,18.345,17.223,9999.000,9999.000,9999.000,9999.000
12.369,40.047,17.800,17.290,16.020,9999.000,9999.000,13.455,12.654,12.370
9.137,40.415,18.100,17.810,16.930,16.430,15.780,14.609,14.039,13.768
9.195,40.513,18.870,18.550,17.420,16.970,15.900,14.892,14.230,14.041
10.871,39.195,17.620,17.350,16.420,9999.000,9999.000,14.342,13.641,13.173
12.497,42.266,18.770,18.449,17.196,16.801,15.670,14.861,14.127,13.849
10.539,41.475,17.433,18.197,17.865,17.749,18.001,9999.000,9999.000,9999.000
11.051,41.557,16.904,17.466,17.100,16.749,16.507,15.190,15.757,9999.000
10.744,41.249,20.197,19.737,18.742,17.909,17.590,9999.000,9999.000,9999.000
11.675,42.263,18.734,19.578,19.444,18.897,18.848,9999.000,9999.000,9999.000
10.311,41.156,19.042,19.700,19.134,18.051,18.389,9999.000,9999.000,9999.000
10.445,41.313,18.718,19.509,19.254,18.471,18.893,9999.000,9999.000,9999.000
10.677,41.532,18.420,19.291,18.974,18.139,19.115,9999.000,9999.000,9999.000
11.253,41.477,18.328,19.155,18.669,17.945,18.244,9999.000,9999.000,9999.000
11.323,41.659,19.090,19.893,19.510,20.174,19.323,9999.000,9999.000,9999.000
11.445,41.756,19.505,20.292,19.660,19.804,19.240,9999.000,9999.000,9999.000
10.517,40.948,20.756,20.553,19.811,19.312,18.807,9999.000,9999.000,9999.000
10.199,40.985,17.660,18.765,18.286,18.004,18.572,9999.000,9999.000,9999.000
10.444,41.313,19.411,20.331,20.230,19.241,20.104,9999.000,9999.000,9999.000
10.217,40.601,19.191,18.616,17.736,17.542,18.333,9999.000,9999.000,9999.000
10.376,41.084,18.230,18.584,17.766,16.714,17.853,9999.000,9999.000,9999.000
10.895,41.165,16.093,16.740,16.180,15.382,16.162,9999.000,9999.000,9999.000
10.502,40.796,19.146,19.772,20.327,18.655,19.636,9999.000,9999.000,9999.000
10.726,41.031,20.062,20.271,19.549,19.037,18.026,9999.000,9999.000,9999.000
9.819,40.685,9999.000,9999.000,18.600,9999.000,9999.000,9999.000,9999.000,9999.000
11.043,41.981,9999.000,9999.000,18.800,9999.000,9999.000,15.050,9999.000,14.050
10.244,41.059,9999.000,9999.000,19.140,9999.000,9999.000,9999.000,21.828,14.739
11.643,42.195,15.960,17.130,16.920,15.240,9999.000,16.113,15.939,15.078
10.589,41.663,17.960,18.280,18.180,18.220,17.700,9999.000,9999.000,9999.000
10.835,41.209,17.340,17.430,16.760,16.400,15.950,15.590,15.190,15.191
11.039,41.694,18.340,18.260,17.610,16.560,16.740,16.758,15.686,15.523
19.017,49.610,17.120,16.900,16.070,9999.000,9999.000,13.847,13.554,13.435
10.642,41.330,16.590,16.620,16.140,15.820,15.330,14.825,14.731,14.902
10.656,41.322,16.450,16.270,15.590,14.870,14.920,14.002,13.730,13.604
10.631,41.227,17.200,16.700,16.040,15.590,15.230,14.721,14.204,14.180
10.613,41.222,17.210,17.240,16.680,16.350,16.000,15.107,15.000,14.596
10.537,40.848,18.060,18.560,18.420,18.090,17.110,9999.000,9999.000,9999.000
10.852,41.765,19.390,17.980,16.650,15.720,14.820,13.820,13.072,12.929
10.111,41.666,19.410,19.860,18.830,18.140,17.160,9999.000,9999.000,9999.000
10.679,42.269,17.880,17.760,17.070,16.500,9999.000,16.113,15.682,15.342
10.742,41.914,18.450,18.540,17.880,17.390,9999.000,16.279,15.947,15.743
10.774,42.315,19.790,19.100,17.770,16.790,9999.000,15.115,14.696,14.453
10.840,39.828,18.140,18.200,17.320,16.920,9999.000,14.948,15.178,9999.000
