,ac age,fu,fb,fv,fr,fi,fj,fh,fk,nuv,enuv,fuv,efuv,Vr
648,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
649,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
650,young clster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
651,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
652,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
653,old cluster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
654,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
655,interm cluster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
656,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
657,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
658,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
659,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
660,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
661,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
662,other class,9,9,3,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
663,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
664,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
665,young clster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
666,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
667,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
668,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
669,other class,9,9,3,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
670,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
671,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
672,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
673,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
674,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
675,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
676,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
677,other class,6,6,6,6,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
678,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
679,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
680,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
681,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
682,other class,6,6,6,6,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
683,other class,6,6,6,6,6,5,9,5,999.00,999.00,999.00,999.00,99999.00
684,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
685,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
686,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
687,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
688,other class,9,9,30,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
689,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
690,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-132.00
691,young clster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
692,other class,6,6,6,6,6,5,9,5,999.00,999.00,999.00,999.00,99999.00
693,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
694,old cluster,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
695,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
696,young clster,6,6,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
697,old cluster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
698,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
699,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
700,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
701,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
702,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
703,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-64.00
704,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
705,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
706,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
707,young clster,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
708,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
709,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
710,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
711,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
712,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
713,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
714,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
715,old cluster,6,6,6,6,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
716,old cluster,7,7,7,7,7,9,9,9,21.67,0.14,999.00,999.00,99999.00
717,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
718,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
719,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
720,young clster,6,6,6,6,6,9,9,9,19.17,0.01,19.88,0.03,99999.00
721,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
722,young clster,6,6,6,0,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
723,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
724,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
725,other class,6,6,6,6,6,9,9,9,21.61,0.05,21.73,0.08,99999.00
726,other class,6,6,6,6,6,0,0,0,22.58,0.20,999.00,999.00,99999.00
727,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
728,other class,7,7,24,7,24,9,9,9,999.00,999.00,999.00,999.00,99999.00
729,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
730,young clster,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
731,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-96.00
732,young clster,6,6,6,0,0,9,9,9,21.38,0.12,999.00,999.00,99999.00
733,other class,9,9,3,9,9,9,9,9,20.14,0.04,20.62,0.06,99999.00
734,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
735,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
736,old cluster,6,6,24,6,24,5,5,5,999.00,999.00,999.00,999.00,99999.00
737,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
738,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
739,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
740,other class,9,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
741,young clster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,99999.00
742,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
743,other class,6,6,6,6,6,5,9,5,999.00,999.00,999.00,999.00,99999.00
744,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
745,other class,6,6,6,6,6,5,5,5,21.23,0.12,21.44,0.15,99999.00
746,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
747,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
748,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
749,other class,9,9,3,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
750,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
751,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
752,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
753,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
754,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
755,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
756,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
757,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
758,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
759,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
760,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
761,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
762,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-89.00
763,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
764,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
765,other class,9,9,1,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
766,other class,1,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
767,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
768,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
769,other class,12,12,12,1,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
770,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
771,other class,9,9,1,9,9,9,9,5,999.00,999.00,999.00,999.00,99999.00
772,other class,1,1,1,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
773,other class,1,1,1,1,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
774,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
775,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
776,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
777,other class,1,1,1,1,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
778,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
779,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
780,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
781,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
782,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
783,other class,7,7,7,7,7,9,5,5,999.00,999.00,999.00,999.00,99999.00
784,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
785,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
786,old cluster,7,7,7,23,29,0,0,0,999.00,999.00,999.00,999.00,99999.00
787,other class,9,9,1,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
788,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
789,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
790,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
791,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
792,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
793,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
794,other class,1,1,1,1,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
795,other class,7,7,7,23,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
796,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
797,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
798,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
799,other class,9,19,19,19,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
800,old cluster,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
801,other class,7,7,7,7,7,0,0,0,20.79,0.03,21.61,0.07,99999.00
802,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
803,other class,1,1,1,9,9,0,9,0,21.21,0.07,21.21,0.10,99999.00
804,other class,6,6,6,6,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
805,other class,7,7,7,7,7,0,0,0,20.82,0.04,21.06,0.06,99999.00
806,other class,9,19,19,19,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
807,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
808,other class,7,7,7,7,7,0,9,0,21.65,0.08,999.00,999.00,99999.00
809,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
810,other class,1,7,7,7,7,9,9,9,21.50,0.05,999.00,999.00,99999.00
811,young clster,7,7,7,7,7,0,0,0,19.62,0.02,20.62,0.04,99999.00
812,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-87.00
813,other class,7,7,7,7,7,0,0,9,21.81,0.07,999.00,999.00,50.00
814,other class,6,7,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-14.00
815,young clster,6,6,6,6,6,0,0,9,22.24,0.11,999.00,999.00,-62.00
816,young clster,6,6,6,6,6,0,0,9,22.45,0.18,999.00,999.00,-83.00
817,other class,1,1,1,1,9,0,0,0,21.32,0.05,999.00,999.00,-53.00
818,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
819,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
820,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
821,young clster,6,6,6,7,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
822,other class,7,7,7,7,7,9,9,9,22.60,0.10,999.00,999.00,99999.00
823,other class,7,7,7,7,7,9,9,9,21.72,0.06,21.88,0.10,99999.00
824,other class,7,7,7,7,7,0,0,0,21.47,0.07,21.84,0.13,99999.00
825,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
826,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
827,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
828,other class,1,1,1,1,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
829,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
830,other class,6,6,6,6,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
831,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
832,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
833,other class,7,7,7,23,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
834,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
835,other class,7,7,7,23,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
836,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
837,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
838,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
839,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
840,other class,7,7,7,23,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
841,other class,9,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
842,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
843,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
844,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
845,other class,1,19,19,19,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
846,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
847,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
848,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
849,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
850,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
851,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
852,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
853,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
854,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
855,young clster,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
856,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
857,other class,1,1,1,23,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
858,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
859,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
860,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
861,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
862,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
863,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
864,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
865,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
866,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
867,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
868,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
869,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
870,young clster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
871,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
872,other class,9,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
873,other class,1,1,30,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
874,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
875,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
876,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
877,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
878,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
879,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
880,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
881,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
882,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
883,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
884,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
885,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
886,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-144.00
887,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
888,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
889,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
890,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
891,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
892,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
893,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
894,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
895,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
896,other class,6,6,6,7,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
897,other class,7,7,7,7,7,5,9,5,999.00,999.00,999.00,999.00,99999.00
898,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
899,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
900,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
901,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
902,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
903,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
904,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
905,other class,6,6,6,6,6,9,9,9,999.00,999.00,18.89,0.03,99999.00
906,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
907,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
908,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
909,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
910,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
911,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
912,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
913,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
914,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
915,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
916,other class,7,7,7,0,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
917,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
918,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-87.00
919,other class,9,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-3.00
920,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
921,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
922,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
923,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
924,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
925,other class,1,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
926,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
927,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
928,other class,1,1,1,1,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
929,other class,1,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-205.00
930,other class,1,1,1,1,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
931,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
932,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
933,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
934,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
935,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
936,other class,7,7,7,23,7,1,9,1,20.21,0.04,20.59,0.08,-446.00
937,other class,6,19,19,19,6,0,0,0,999.00,999.00,999.00,999.00,-44.00
938,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
939,other class,7,7,7,7,7,0,0,0,18.35,0.01,18.62,0.01,-151.00
940,other class,1,1,1,1,9,0,0,0,21.14,0.03,999.00,999.00,21.00
941,other class,1,1,30,1,9,9,9,9,999.00,999.00,999.00,999.00,-354.00
942,other class,1,1,1,1,9,9,9,9,21.42,0.07,22.47,0.24,-192.00
943,other class,7,7,7,7,7,0,0,0,20.71,0.05,21.88,0.15,-640.00
944,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
945,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
946,other class,7,7,7,7,7,0,0,9,999.00,999.00,999.00,999.00,99999.00
947,other class,9,19,19,19,9,9,9,9,18.66,0.02,19.03,0.03,-111.00
948,other class,7,7,7,23,7,9,9,9,999.00,999.00,999.00,999.00,-491.00
949,old cluster,7,7,7,23,7,5,5,5,999.00,999.00,999.00,999.00,-348.00
950,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-215.00
951,other class,1,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-342.00
952,other class,1,7,7,7,7,9,9,9,19.85,0.04,20.34,0.06,-532.00
953,other class,7,7,7,7,7,0,0,9,20.82,0.10,21.13,0.14,-374.00
954,other class,9,19,19,19,9,9,9,9,19.61,0.03,20.35,0.07,99999.00
955,other class,7,7,7,7,7,0,0,0,21.81,0.10,21.85,0.13,-261.00
956,other class,7,7,29,23,29,5,5,5,999.00,999.00,999.00,999.00,19.00
957,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-67.00
958,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
959,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,36856.00
960,other class,1,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
961,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,21885.00
962,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,19442.00
963,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,38379.00
964,other class,9,9,9,9,9,9,9,9,20.61,0.02,21.00,0.04,25791.00
965,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,41215.00
966,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,16900.00
967,other class,6,6,6,6,6,9,9,9,20.59,0.02,21.21,0.05,43800.00
968,other class,9,9,9,9,9,0,0,0,22.37,0.19,999.00,999.00,50020.00
969,other class,6,6,6,6,6,0,0,0,21.38,0.07,999.00,999.00,41066.00
970,other class,6,19,19,19,6,0,0,0,999.00,999.00,999.00,999.00,29330.00
971,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
972,other class,6,6,29,6,29,9,9,9,19.97,0.03,20.32,0.06,38800.00
973,young clster,9,9,30,9,9,0,0,0,20.72,0.03,21.28,0.06,38409.00
974,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,35798.00
975,old cluster,6,6,0,0,0,0,0,0,999.00,999.00,999.00,999.00,16818.00
976,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,40016.00
977,other class,7,7,7,7,7,5,5,5,19.63,0.02,20.21,0.03,35669.00
